Record Length,Analog:100000
Sample Interval,CH1:5.000000E-10
Vertical Units,CH1:V
Vertical Scale,CH1:+5.000000E-01
Vertical Offset,CH1:-9.666667E-01
Horizontal Units,s
Horizontal Scale,+5.000000E-06
Model Number,T3DSO2204A
Serial Number,T0101C20460682
Software Version,5.0.1.3.7R5
Source,CH1
Second,Value
-2.474000E-05,-3.333336E-02
-2.473950E-05,-1.666677E-02
-2.473900E-05,-3.333336E-02
-2.473850E-05,-3.333336E-02
-2.473800E-05,-3.333336E-02
-2.473750E-05,-3.333336E-02
-2.473700E-05,-3.333336E-02
-2.473650E-05,-3.333336E-02
-2.473600E-05,-3.333336E-02
-2.473550E-05,-3.333336E-02
-2.473500E-05,-3.333336E-02
-2.473450E-05,-3.333336E-02
-2.473400E-05,-3.333336E-02
-2.473350E-05,-3.333336E-02
-2.473300E-05,-3.333336E-02
-2.473250E-05,-3.333336E-02
-2.473200E-05,-3.333336E-02
-2.473150E-05,-1.666677E-02
-2.473100E-05,-3.333336E-02
-2.473050E-05,-3.333336E-02
-2.473000E-05,-3.333336E-02
-2.472950E-05,-1.666677E-02
-2.472900E-05,-3.333336E-02
-2.472850E-05,-3.333336E-02
-2.472800E-05,-3.333336E-02
-2.472750E-05,-3.333336E-02
-2.472700E-05,-3.333336E-02
-2.472650E-05,-3.333336E-02
-2.472600E-05,-3.333336E-02
-2.472550E-05,-3.333336E-02
-2.472500E-05,-3.333336E-02
-2.472450E-05,-3.333336E-02
-2.472400E-05,-3.333336E-02
-2.472350E-05,-1.666677E-02
-2.472300E-05,-3.333336E-02
-2.472250E-05,-3.333336E-02
-2.472200E-05,-3.333336E-02
-2.472150E-05,-3.333336E-02
-2.472100E-05,-3.333336E-02
-2.472050E-05,-3.333336E-02
-2.472000E-05,-3.333336E-02
-2.471950E-05,-1.666677E-02
-2.471900E-05,-3.333336E-02
-2.471850E-05,-3.333336E-02
-2.471800E-05,-3.333336E-02
-2.471750E-05,-1.666677E-02
-2.471700E-05,-3.333336E-02
-2.471650E-05,-3.333336E-02
-2.471600E-05,-3.333336E-02
-2.471550E-05,-1.666677E-02
-2.471500E-05,-3.333336E-02
-2.471450E-05,-3.333336E-02
-2.471400E-05,-3.333336E-02
-2.471350E-05,-1.666677E-02
-2.471300E-05,-3.333336E-02
-2.471250E-05,-3.333336E-02
-2.471200E-05,-3.333336E-02
-2.471150E-05,-1.666677E-02
-2.471100E-05,-3.333336E-02
-2.471050E-05,-3.333336E-02
-2.471000E-05,-3.333336E-02
-2.470950E-05,-1.666677E-02
-2.470900E-05,-3.333336E-02
-2.470850E-05,-3.333336E-02
-2.470800E-05,-3.333336E-02
-2.470750E-05,-1.666677E-02
-2.470700E-05,-3.333336E-02
-2.470650E-05,-3.333336E-02
-2.470600E-05,-3.333336E-02
-2.470550E-05,-3.333336E-02
-2.470500E-05,-3.333336E-02
-2.470450E-05,-3.333336E-02
-2.470400E-05,-3.333336E-02
-2.470350E-05,-1.666677E-02
-2.470300E-05,-3.333336E-02
-2.470250E-05,-3.333336E-02
-2.470200E-05,-3.333336E-02
-2.470150E-05,-3.333336E-02
-2.470100E-05,-3.333336E-02
-2.470050E-05,-3.333336E-02
-2.470000E-05,-3.333336E-02
-2.469950E-05,-1.666677E-02
-2.469900E-05,-3.333336E-02
-2.469850E-05,-3.333336E-02
-2.469800E-05,-3.333336E-02
-2.469750E-05,-1.666677E-02
-2.469700E-05,-3.333336E-02
-2.469650E-05,-3.333336E-02
-2.469600E-05,-3.333336E-02
-2.469550E-05,-1.666677E-02
-2.469500E-05,-3.333336E-02
-2.469450E-05,-3.333336E-02
-2.469400E-05,-3.333336E-02
-2.469350E-05,-1.666677E-02
-2.469300E-05,-3.333336E-02
-2.469250E-05,-3.333336E-02
-2.469200E-05,-3.333336E-02
-2.469150E-05,-1.666677E-02
-2.469100E-05,-3.333336E-02
-2.469050E-05,-3.333336E-02
-2.469000E-05,-3.333336E-02
